Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
126,44.67661580737735,19,445,63,4.0,1537,516,13,0,0,2,1,1
126,42.930175867331364,20,440,67,4.242640687119285,1519,520,4,0,0,2,1,1
126,42.0,21,436,69,3.4641016151377544,1404,521,0,0,0,2,1,1
126,41.41255848169731,22,434,70,3.4641016151377544,1376,521,0,0,0,2,1,1
126,35.66510900025401,23,432,70,1.0,1341,519,0,0,0,2,1,1
138,30.430248109405877,0,430,70,3.0,1388,517,0,0,0,2,1,1
138,27.874719729532707,1,429,71,0.0,1289,518,0,0,0,2,1,1
138,22.693611435820433,2,426,75,1.7320508075688772,1174,523,0,0,0,2,1,1
138,17.916472867168917,3,425,74,1.7320508075688772,1108,520,0,0,0,2,1,1
138,12.569805089976535,4,424,76,2.449489742783178,912,523,0,0,0,2,1,1
138,15.165750888103101,5,422,82,2.0,715,533,0,5,0,2,1,1
138,24.269322199023193,6,419,84,3.3166247903554,698,533,1,0,0,2,1,1
138,35.41186241925155,7,422,78,4.123105625617661,682,525,26,0,0,2,1,1
138,40.90232267243512,8,426,75,4.58257569495584,812,523,48,0,0,2,1,1
138,31.144823004794873,9,428,73,5.196152422706632,665,521,57,0,0,2,1,1
138,27.147743920996454,10,430,79,4.0,655,535,89,5,0,2,1,1
138,28.19574435974337,11,437,69,4.795831523312719,988,522,111,0,0,2,1,1
138,31.28897569432403,12,437,71,5.196152422706632,914,526,97,0,0,2,1,1
138,30.773365106858236,13,440,67,5.0990195135927845,1074,520,100,0,0,2,1,1
138,31.04834939252005,14,441,67,5.5677643628300215,1320,521,100,0,0,2,1,1
138,33.823069050575526,15,443,67,4.795831523312719,1243,523,100,0,0,2,1,1
138,35.63705936241092,16,444,65,5.291502622129181,1359,520,106,0,0,2,1,1
138,41.79712908801273,17,442,66,5.0,1438,520,75,0,0,2,1,1
138,46.216880033165374,18,438,68,4.58257569495584,1685,520,46,0,0,2,1,1
138,44.598206241955516,19,437,69,3.3166247903554,1687,522,27,0,0,2,1,1
138,44.0,20,432,71,3.872983346207417,1596,521,9,0,0,2,1,1
138,43.393547907494266,21,426,72,2.8284271247461903,1698,517,0,0,0,2,1,1
138,42.09513035969837,22,422,74,2.449489742783178,1617,517,0,0,0,2,1,1
138,36.345563690772494,23,418,75,2.8284271247461903,1694,515,0,0,0,2,1,1
150,31.52776554086889,0,414,78,2.0,1590,517,0,0,0,2,1,1
150,27.40437921208944,1,411,80,3.0,1355,518,0,0,0,2,1,1
150,24.392621835300936,2,412,77,3.605551275463989,1273,513,0,0,0,2,1,1
150,19.390719429665317,3,412,77,4.47213595499958,910,513,0,0,0,2,1,1
150,15.491933384829668,4,411,77,4.58257569495584,933,512,0,0,0,2,1,1
150,17.320508075688775,5,411,75,3.7416573867739413,1117,509,0,0,0,2,1,1
150,25.65151067676132,6,411,75,3.3166247903554,1232,509,0,0,0,2,1,1
150,35.9722114972099,7,413,74,3.1622776601683795,1163,509,13,0,0,2,1,1
150,43.382023926967726,8,418,71,4.242640687119285,1211,507,37,0,0,2,1,1
150,34.91418050019218,9,429,64,4.69041575982343,974,503,101,0,0,2,1,1
150,28.722813232690143,10,437,61,4.898979485566356,1149,504,128,0,0,2,1,1
150,29.58039891549808,11,438,61,4.898979485566356,1511,505,107,0,0,2,1,1
150,31.63858403911275,12,446,59,4.358898943540674,1346,508,135,0,0,2,1,1
150,32.14031735997639,13,452,59,5.291502622129181,1722,513,155,0,0,2,1,1
150,31.416556144810016,14,458,53,5.196152422706632,1729,504,179,0,0,2,1,1
150,32.83291031876401,15,465,53,4.898979485566356,1596,511,191,0,0,2,1,1
150,35.566838487557476,16,463,58,4.47213595499958,1491,521,146,0,0,2,1,1
150,40.65710270051225,17,464,56,4.242640687119285,1711,517,136,0,0,2,1,1
150,46.119410230400824,18,471,51,5.0,1583,511,143,0,0,2,1,1
150,44.64302857109943,19,461,59,5.0990195135927845,1541,522,81,0,0,2,1,1
150,43.08131845707603,20,445,67,4.69041575982343,1676,525,8,0,0,2,1,1
150,41.892720131306824,21,435,71,4.795831523312719,1658,524,0,0,0,2,1,1
150,41.47288270665544,22,430,73,3.605551275463989,1517,523,0,0,0,2,1,1
150,37.282703764614496,23,425,75,3.1622776601683795,1440,522,0,0,0,2,1,1
162,33.91164991562634,0,420,76,2.0,1322,519,0,0,0,2,1,1
162,32.37282811247729,1,417,76,3.7416573867739413,1456,516,0,0,0,2,1,1
162,27.80287754891569,2,416,76,4.123105625617661,1392,515,0,0,0,2,1,1
162,23.280893453645632,3,415,74,3.3166247903554,1625,510,0,0,0,2,1,1
162,17.4928556845359,4,414,73,3.872983346207417,1150,508,0,0,0,2,1,1
162,16.278820596099706,5,411,77,4.0,993,512,0,0,0,2,1,1
162,18.841443681416774,6,409,77,2.0,948,510,2,0,0,2,1,1
162,23.108440016582687,7,412,72,1.7320508075688772,1104,504,24,0,0,2,1,1
162,27.874719729532707,8,424,65,2.6457513110645907,1070,500,87,0,0,2,1,1
162,29.949958263743873,9,433,61,3.3166247903554,1203,500,115,0,0,2,1,1
162,29.966648127543394,10,441,59,4.58257569495584,1294,503,129,0,0,2,1,1
162,30.54504869860253,11,453,56,4.47213595499958,1437,507,222,0,0,2,1,1
162,32.046840717924134,12,465,49,4.795831523312719,1172,500,264,0,0,2,1,1
162,32.61901286060018,13,470,50,4.795831523312719,1335,507,267,0,0,2,1,1
162,32.03123475609393,14,470,50,5.385164807134504,1409,507,205,0,0,2,1,1
162,32.31098884280702,15,474,50,4.795831523312719,1717,511,234,0,0,2,1,1
162,34.0147027033899,16,480,46,4.795831523312719,1683,505,216,0,0,2,1,1
162,37.20215047547655,17,478,44,6.082762530298219,1762,497,202,0,0,2,1,1
162,39.242833740697165,18,474,46,4.69041575982343,1685,499,105,0,0,2,1,1
162,40.792156108742276,19,467,50,4.898979485566356,1760,504,69,0,0,2,1,1
162,42.708313008125245,20,455,54,4.123105625617661,1776,504,10,0,0,2,1,1
162,42.579337712087536,21,445,55,5.291502622129181,1788,497,0,0,0,2,1,1
162,39.7994974842648,22,439,61,5.196152422706632,1782,506,0,0,0,2,1,1
162,35.397740040855716,23,429,71,4.47213595499958,1329,518,0,0,0,2,1,1
174,33.54101966249684,0,423,73,4.358898943540674,1467,516,0,0,0,2,1,1
174,29.274562336608895,1,418,74,4.795831523312719,1374,513,0,0,0,2,1,1
174,25.0,2,414,76,3.3166247903554,1192,513,0,0,0,2,1,1
174,21.02379604162864,3,411,77,1.4142135623730951,1167,512,0,0,0,2,1,1
174,16.64331697709324,4,409,77,1.0,1171,510,0,0,0,2,1,1
174,14.89966442575134,5,408,76,2.6457513110645907,1158,508,0,0,0,2,1,1
174,17.05872210923198,6,411,74,1.4142135623730951,1335,507,2,0,0,2,1,1
174,20.024984394500787,7,415,71,1.4142135623730951,1351,504,18,0,0,2,1,1
174,24.61706725018234,8,425,66,3.0,1360,504,77,0,0,2,1,1
174,26.589471600616662,9,433,62,3.1622776601683795,1321,502,97,0,0,2,1,1
174,26.324893162176366,10,448,57,4.123105625617661,1133,505,183,0,0,2,1,1
174,26.5329983228432,11,450,55,3.605551275463989,1146,502,153,0,0,2,1,1
174,28.160255680657446,12,464,49,4.0,1295,499,215,0,0,2,1,1
174,28.284271247461902,13,477,44,5.656854249492381,1488,496,328,0,0,2,1,1
174,28.495613697550013,14,487,41,4.47213595499958,1527,496,313,0,0,2,1,1
174,30.56141357987225,15,492,40,5.0990195135927845,1427,497,281,0,0,2,1,1
174,33.28663395418648,16,491,43,5.477225575051661,1593,506,228,0,0,2,1,1
174,35.0,17,490,43,5.477225575051661,1660,505,196,0,0,2,1,1
174,37.589892258425,18,485,46,4.898979485566356,1559,510,128,0,0,2,1,1
174,41.23105625617661,19,475,53,4.58257569495584,1641,520,63,0,0,2,1,1
174,42.988370520409354,20,455,63,4.58257569495584,1720,526,9,0,0,2,1,1
174,41.892720131306824,21,444,65,5.5677643628300215,1630,520,0,0,0,2,1,1
174,39.102429592034305,22,438,68,3.0,1568,520,0,0,0,2,1,1
174,33.1058907144937,23,433,69,4.0,1406,518,0,0,0,2,1,1
186,26.90724809414742,0,428,72,3.0,1444,519,0,0,0,2,1,1
186,22.271057451320086,1,422,74,3.605551275463989,1323,517,0,0,0,2,1,1
186,21.633307652783937,2,417,75,2.449489742783178,1154,514,0,0,0,2,1,1
186,16.583123951777,3,414,76,2.6457513110645907,1310,513,0,0,0,2,1,1
186,14.491376746189438,4,409,75,2.6457513110645907,1186,507,0,0,0,2,1,1
186,17.97220075561143,5,406,76,3.1622776601683795,1299,506,0,0,0,2,1,1
186,26.362852652928137,6,403,76,3.0,1369,503,2,0,0,2,1,1
186,36.22154055254967,7,408,64,3.0,1689,483,36,0,0,2,1,1
186,41.98809355043403,8,427,60,2.23606797749979,1359,492,109,0,0,2,1,1
186,31.654383582688826,9,443,55,3.1622776601683795,1475,495,135,0,0,2,1,1
186,25.903667693977237,10,461,45,4.242640687119285,1529,484,234,0,0,2,1,1
186,26.095976701399778,11,478,42,4.58257569495584,1301,491,283,0,0,2,1,1
186,26.664583251946766,12,487,40,4.47213595499958,1634,493,309,0,0,2,1,1
186,26.814175355583846,13,493,42,5.0,930,505,309,0,0,2,1,1
186,26.153393661244042,14,500,36,5.0,1633,491,323,0,0,2,1,1
186,27.129319932501073,15,497,35,5.5677643628300215,1716,484,295,0,0,2,1,1
186,28.42534080710379,16,496,37,5.5677643628300215,1702,491,251,0,0,2,1,1
186,37.12142238654117,17,493,37,5.5677643628300215,1714,488,189,0,0,2,1,1
186,45.8257569495584,18,486,38,5.477225575051661,1749,485,126,0,0,2,1,1
186,44.93328387732194,19,475,43,4.898979485566356,1778,491,57,0,0,2,1,1
186,44.88875137492688,20,456,49,4.898979485566356,1788,491,9,0,0,2,1,1
186,44.14748010928823,21,443,55,3.872983346207417,1788,495,0,0,0,2,1,1
186,41.97618372363071,22,435,60,4.123105625617661,1788,500,0,0,0,2,1,1
186,35.482389998420345,23,429,66,3.872983346207417,1784,507,0,0,0,2,1,1
198,31.480152477394387,0,427,67,3.4641016151377544,1788,508,0,0,0,2,1,1
198,26.1725046566048,1,421,69,2.0,1788,506,0,0,0,2,1,1
198,22.24859546128699,2,416,69,3.1622776601683795,1788,501,0,0,0,2,1,1
198,19.261360284258224,3,411,71,3.1622776601683795,1776,501,0,0,0,2,1,1
198,14.866068747318506,4,407,71,3.1622776601683795,941,497,0,0,0,2,1,1
198,19.261360284258224,5,404,72,3.0,1440,496,0,0,0,2,1,1
198,26.551836094703507,6,403,72,3.0,1087,495,2,0,0,2,1,1
198,36.359317925395686,7,407,66,3.1622776601683795,688,486,35,0,0,2,1,1
198,42.17819341792628,8,421,60,2.8284271247461903,808,486,106,0,0,2,1,1
198,31.921779399024736,9,438,51,4.69041575982343,1068,480,159,0,0,2,1,1
198,26.664583251946766,10,455,46,4.0,1212,482,236,0,0,2,1,1
198,28.053520278211074,11,467,44,4.242640687119285,1172,487,274,0,0,2,1,1
198,28.160255680657446,12,471,48,4.795831523312719,779,502,252,0,0,2,1,1
198,27.459060435491963,13,474,44,5.656854249492381,986,493,263,0,0,2,1,1
198,27.85677655436824,14,481,40,5.916079783099616,1235,487,293,0,0,2,1,1
198,29.444863728670914,15,482,42,5.744562646538029,1269,494,301,0,0,2,1,1
198,32.37282811247729,16,483,42,4.898979485566356,1211,495,255,0,0,2,1,1
198,38.92300091205713,17,481,43,4.898979485566356,1244,497,193,0,0,2,1,1
198,45.967379738244816,18,476,46,5.0,1350,501,120,0,0,2,1,1
198,44.66542286825459,19,469,48,3.7416573867739413,1331,501,58,0,0,2,1,1
198,43.77213725647858,20,452,55,4.123105625617661,1367,503,10,0,0,2,1,1
198,44.384682042344295,21,442,60,4.358898943540674,1014,506,0,0,0,2,1,1
198,42.035699113967404,22,435,61,4.358898943540674,939,502,0,0,0,2,1,1
198,36.180105030251084,23,429,67,4.0,776,510,0,0,0,2,1,1
210,31.464265445104548,0,425,70,2.6457513110645907,696,512,0,0,0,2,1,1
210,27.055498516937366,1,420,71,1.4142135623730951,657,509,0,0,0,2,1,1
210,22.869193252058544,2,415,73,2.0,644,509,0,0,0,2,1,1
210,19.493588689617926,3,410,75,2.6457513110645907,553,508,0,0,0,2,1,1
210,16.278820596099706,4,406,74,2.6457513110645907,489,502,0,0,0,2,1,1
210,18.05547008526779,5,402,74,2.0,633,498,0,0,0,2,1,1
210,26.210684844162312,6,400,74,1.0,571,496,3,0,0,2,1,1
210,35.79106033634656,7,405,65,2.6457513110645907,517,482,35,0,0,2,1,1
210,42.08325082500163,8,421,62,2.0,614,491,93,0,0,2,1,1
210,31.144823004794873,9,435,50,2.0,787,474,118,0,0,2,1,1
210,26.720778431774775,10,452,52,3.872983346207417,780,496,204,0,0,2,1,1
210,26.324893162176366,11,465,44,4.69041575982343,970,485,277,0,0,2,1,1
210,27.748873851023216,12,475,42,4.47213595499958,931,488,296,0,0,2,1,1
210,27.712812921102035,13,484,42,4.795831523312719,629,496,296,0,0,2,1,1
210,27.440845468024488,14,490,40,3.872983346207417,619,495,262,0,0,2,1,1
210,27.676705006196094,15,492,37,5.0,1064,487,290,0,0,2,1,1
210,30.0,16,494,33,5.385164807134504,1504,474,252,0,0,2,1,1
210,38.98717737923585,17,489,37,5.291502622129181,1360,484,195,0,0,2,1,1
210,45.91296113299599,18,483,41,5.0990195135927845,1187,492,125,0,0,2,1,1
210,44.429719783046124,19,469,45,5.291502622129181,1333,492,59,0,0,2,1,1
210,43.95452195167182,20,451,57,4.358898943540674,1028,508,9,0,0,2,1,1
210,43.86342439892262,21,443,60,4.242640687119285,967,507,0,0,0,2,1,1
210,42.35563716909474,22,435,64,3.872983346207417,839,509,0,0,0,2,1,1
210,36.3318042491699,23,427,67,2.449489742783178,798,508,0,0,0,2,1,1
222,32.46536616149585,0,422,67,3.605551275463989,823,503,0,0,0,2,1,1
222,28.513154858766505,1,417,70,2.8284271247461903,765,504,0,0,0,2,1,1
222,24.228082879171435,2,411,71,3.872983346207417,730,501,0,0,0,2,1,1
222,19.79898987322333,3,407,76,2.449489742783178,537,507,0,0,0,2,1,1
222,15.165750888103101,4,403,78,3.0,452,506,0,0,0,2,1,1
222,18.110770276274835,5,399,79,1.4142135623730951,473,504,0,0,0,2,1,1
222,25.787593916455254,6,396,74,1.4142135623730951,717,492,2,0,0,2,1,1
222,35.888716889852724,7,399,66,3.0,702,479,36,0,0,2,1,1
222,42.43819034784589,8,418,56,3.0,681,474,110,0,0,2,1,1
222,31.192947920964443,9,439,53,3.872983346207417,876,486,176,0,0,2,1,1
222,26.210684844162312,10,457,47,4.69041575982343,980,487,238,0,0,2,1,1
222,26.076809620810597,11,470,39,4.0,1497,474,292,0,0,2,1,1
222,28.583211855912904,12,480,33,5.0990195135927845,1656,462,323,0,0,2,1,1
222,28.071337695236398,13,489,38,5.196152422706632,1436,488,336,0,0,2,1,1
222,26.720778431774775,14,494,38,5.0,1575,492,326,0,0,2,1,1
222,28.5657137141714,15,500,32,5.0,1712,476,304,0,0,2,1,1
222,31.701734968294716,16,500,34,5.196152422706632,1678,483,255,0,0,2,1,1
222,38.36665218650175,17,503,35,4.795831523312719,1679,490,195,0,0,2,1,1
222,45.8475735453906,18,493,42,4.898979485566356,1366,505,123,0,0,2,1,1
222,44.170125650715555,19,479,49,4.795831523312719,1356,513,56,0,0,2,1,1
222,43.382023926967726,20,461,53,5.385164807134504,1719,507,8,0,0,2,1,1
222,43.41658669218482,21,451,60,4.898979485566356,1416,515,0,0,0,2,1,1
222,41.41255848169731,22,443,67,3.872983346207417,1342,523,0,0,0,2,1,1
222,35.93048844644336,23,435,69,4.358898943540674,1399,520,0,0,0,2,1,1
234,32.07802986469088,0,430,71,3.7416573867739413,1269,519,0,0,0,2,1,1
234,27.622454633866266,1,424,72,4.0,1216,515,0,0,0,2,1,1
234,23.53720459187964,2,420,75,1.0,1107,517,0,0,0,2,1,1
234,20.663978319771825,3,417,75,3.0,997,514,0,0,0,2,1,1
234,16.30950643030009,4,414,74,0.0,1069,510,0,0,0,2,1,1
234,18.05547008526779,5,412,74,1.7320508075688772,1026,508,0,0,0,2,1,1
234,25.787593916455254,6,409,73,1.4142135623730951,982,503,2,0,0,2,1,1
234,35.05709628591621,7,415,66,2.449489742783178,887,494,34,0,0,2,1,1
234,41.6293165929973,8,429,61,3.605551275463989,893,496,101,0,0,2,1,1
234,31.89043743820395,9,447,56,3.4641016151377544,658,501,169,0,0,2,1,1
234,25.179356624028344,10,461,50,3.4641016151377544,812,499,232,0,0,2,1,1
234,27.94637722496424,11,479,45,3.605551275463989,829,501,284,0,0,2,1,1
234,28.495613697550013,12,489,42,4.58257569495584,653,501,321,0,0,2,1,1
234,28.19574435974337,13,487,45,4.898979485566356,566,508,250,0,0,2,1,1
234,27.055498516937366,14,497,43,5.196152422706632,544,511,267,0,0,2,1,1
234,28.0,15,504,36,4.898979485566356,939,494,288,0,0,2,1,1
234,30.265491900843113,16,506,36,4.795831523312719,1270,496,247,0,0,2,1,1
234,37.61648574760805,17,506,35,4.58257569495584,1496,492,187,0,0,2,1,1
234,45.18849411078001,18,502,33,4.47213595499958,1757,481,125,0,0,2,1,1
234,43.162483709814474,19,492,35,4.47213595499958,1773,480,59,0,0,2,1,1
234,41.557189510360296,20,472,42,4.69041575982343,1788,485,7,0,0,2,1,1
234,41.400483088968905,21,461,50,3.7416573867739413,1788,499,0,0,0,2,1,1
234,40.65710270051225,22,451,56,3.605551275463989,1776,505,0,0,0,2,1,1
234,37.134889255254286,23,445,61,3.605551275463989,1601,512,0,0,0,2,1,1
246,33.391615714128,0,438,64,3.3166247903554,1624,512,0,0,0,2,1,1
246,30.54504869860253,1,433,65,3.3166247903554,1623,509,0,0,0,2,1,1
246,26.019223662515376,2,427,63,1.4142135623730951,1556,499,0,0,0,2,1,1
246,21.79449471770337,3,424,65,1.0,1476,500,0,0,0,2,1,1
246,18.601075237738275,4,419,68,3.4641016151377544,1022,502,0,0,0,2,1,1
246,17.05872210923198,5,413,69,1.7320508075688772,1278,498,0,0,0,2,1,1
246,19.493588689617926,6,412,67,0.0,1277,493,2,0,0,2,1,1
246,22.11334438749598,7,416,62,2.0,1043,486,34,0,0,2,1,1
246,26.68332812825267,8,437,54,3.0,876,487,103,0,0,2,1,1
246,26.851443164195103,9,459,48,3.0,816,491,171,0,0,2,1,1
246,26.28687885618983,10,477,42,3.3166247903554,693,490,232,0,0,2,1,1
246,25.865034312755125,11,492,36,4.58257569495584,854,483,272,0,0,2,1,1
246,26.962937525425527,12,505,26,4.242640687119285,1330,455,314,0,0,2,1,1
246,26.814175355583846,13,515,25,4.242640687119285,1431,459,321,0,0,2,1,1
246,25.98076211353316,14,526,25,3.605551275463989,1297,469,317,0,0,2,1,1
246,27.83882181415011,15,528,26,5.477225575051661,1168,475,271,0,0,2,1,1
246,29.512709126747414,16,531,21,5.291502622129181,1547,453,241,0,0,2,1,1
246,31.606961258558215,17,526,27,5.5677643628300215,1760,478,191,0,0,2,1,1
246,34.38022687534217,18,513,33,5.385164807134504,1741,491,126,0,0,2,1,1
246,37.094473981982816,19,497,42,5.0990195135927845,1788,508,59,0,0,2,1,1
246,39.534794801541594,20,478,44,4.242640687119285,1788,497,8,0,0,2,1,1
246,40.27406113120453,21,465,45,4.242640687119285,1788,488,0,0,0,2,1,1
246,38.88444419044716,22,457,46,3.7416573867739413,1788,484,0,0,0,2,1,1
246,35.52463933666322,23,451,47,4.0,1788,481,0,0,0,2,1,1
258,32.7566787083184,0,444,47,1.4142135623730951,1788,474,0,0,0,2,1,1
258,27.60434748368452,1,436,51,2.8284271247461903,1788,478,0,0,0,2,1,1
258,24.145392935299274,2,431,54,2.449489742783178,1788,481,0,0,0,2,1,1
258,20.904544960366874,3,426,54,1.4142135623730951,1788,476,0,0,0,2,1,1
258,16.401219466856727,4,422,62,1.7320508075688772,1788,492,0,0,0,2,1,1
258,15.968719422671311,5,418,63,2.0,1788,490,0,0,0,2,1,1
258,16.881943016134134,6,416,64,2.449489742783178,1767,491,2,0,0,2,1,1
258,18.947295321496416,7,421,58,3.0,1563,481,34,0,0,2,1,1
258,21.79449471770337,8,442,51,2.449489742783178,1625,484,106,0,0,2,1,1
258,22.869193252058544,9,468,45,3.0,1695,491,171,0,0,2,1,1
258,22.80350850198276,10,485,41,2.8284271247461903,1669,494,229,0,0,2,1,1
258,22.293496809607955,11,501,36,4.358898943540674,1716,492,274,0,0,2,1,1
258,23.600847442411894,12,518,30,4.358898943540674,1593,484,305,0,0,2,1,1
258,23.790754506740637,13,530,24,4.242640687119285,1699,467,324,0,0,2,1,1
258,23.706539182259394,14,536,25,4.795831523312719,1649,478,305,0,0,2,1,1
258,25.0,15,537,24,4.47213595499958,1606,474,232,0,0,2,1,1
258,27.586228448267445,16,539,22,5.0,1717,467,246,0,0,2,1,1
258,30.870698080866262,17,538,24,4.58257569495584,1627,475,182,0,0,2,1,1
258,34.52535300326414,18,526,26,5.477225575051661,1649,473,89,0,0,2,1,1
258,37.73592452822641,19,508,38,5.291502622129181,1553,505,42,0,0,2,1,1
258,39.8622628559895,20,496,41,4.795831523312719,1498,504,10,0,0,2,1,1
258,39.64845520319802,21,486,41,4.123105625617661,1574,495,0,0,0,2,1,1
258,36.235341863986875,22,480,42,3.7416573867739413,1534,493,0,0,0,2,1,1
258,31.906112267087632,23,475,43,3.872983346207417,1463,491,0,0,0,2,1,1
270,27.964262908219126,0,469,41,4.795831523312719,1427,479,0,0,0,2,1,1
270,23.2163735324878,1,463,43,3.872983346207417,1564,480,0,0,0,2,1,1
270,19.519221295943137,2,460,44,3.7416573867739413,1475,480,0,0,0,2,1,1
270,15.394804318340652,3,459,41,4.58257569495584,1758,470,0,0,0,2,1,1
270,13.152946437965905,4,456,42,3.0,1301,471,0,0,0,2,1,1
270,17.578395831246947,5,456,46,4.0,1788,483,0,0,0,2,1,1
270,25.39685019840059,6,455,49,4.123105625617661,1788,490,1,0,0,2,1,1
270,34.92849839314596,7,456,49,2.8284271247461903,1788,491,23,0,0,2,1,1
270,41.569219381653056,8,463,47,3.0,1788,492,54,0,0,2,1,1
270,31.192947920964443,9,473,46,3.872983346207417,1733,498,114,0,0,2,1,1
270,25.079872407968907,10,481,42,3.872983346207417,1688,494,171,0,0,2,1,1
270,24.576411454889016,11,490,39,4.69041575982343,1696,492,253,0,0,2,1,1
270,25.45584412271571,12,504,38,4.795831523312719,1651,501,294,0,0,2,1,1
270,26.095976701399778,13,501,38,4.123105625617661,1675,499,157,0,0,2,1,1
270,25.748786379167466,14,506,36,4.69041575982343,1755,496,164,0,0,2,1,1
270,27.018512172212592,15,517,37,4.69041575982343,1650,510,248,0,0,2,1,1
270,30.789608636681304,16,511,38,4.69041575982343,1629,508,132,0,0,2,1,1
270,35.81898937714463,17,511,40,5.477225575051661,1654,515,137,0,0,2,1,1
270,45.14421336118285,18,502,44,5.656854249492381,1674,519,94,0,0,2,1,1
270,43.3589667773576,19,489,49,5.656854249492381,1750,522,45,0,0,2,1,1
270,42.941821107167776,20,478,52,4.242640687119285,1788,520,7,0,0,2,1,1
270,42.44997055358225,21,471,51,4.242640687119285,1788,511,0,0,0,2,1,1
270,39.93745109543172,22,466,51,4.242640687119285,1788,506,0,0,0,2,1,1
270,33.74907406137241,23,463,49,4.0,1788,498,0,0,0,2,1,1
282,29.376861643136763,0,459,52,3.1622776601683795,1788,502,0,0,0,2,1,1
282,26.589471600616662,1,454,55,3.4641016151377544,1788,505,0,0,0,2,1,1
282,22.02271554554524,2,449,57,3.0,1788,506,0,0,0,2,1,1
282,18.193405398660254,3,445,56,1.7320508075688772,1787,499,0,0,0,2,1,1
282,14.730919862656235,4,441,58,1.4142135623730951,1770,501,0,0,0,2,1,1
282,17.46424919657298,5,438,61,1.0,1764,505,0,0,0,2,1,1
282,25.80697580112788,6,435,62,2.8284271247461903,1708,504,2,0,0,2,1,1
282,34.539832078341085,7,441,54,3.4641016151377544,1571,491,32,0,0,2,1,1
282,40.98780306383839,8,462,50,2.8284271247461903,1519,500,103,0,0,2,1,1
282,30.23243291566195,9,480,50,3.1622776601683795,1498,516,169,0,0,2,1,1
282,24.55605831561735,10,487,45,3.0,1427,508,145,0,0,2,1,1
282,24.758836806279895,11,502,37,4.0,1199,496,215,0,0,2,1,1
282,25.768197453450252,12,508,41,3.7416573867739413,1689,515,189,0,0,2,1,1
282,26.095976701399778,13,527,32,3.605551275463989,1449,500,286,0,0,2,1,1
282,25.337718918639855,14,521,40,5.291502622129181,1080,524,240,0,0,2,1,1
282,26.962937525425527,15,521,38,4.69041575982343,863,517,151,0,0,2,1,1
282,28.687976575562104,16,512,42,4.47213595499958,1038,522,76,0,0,2,1,1
282,35.651086939951774,17,512,42,4.69041575982343,1052,522,98,0,0,2,1,1
282,44.53088815642464,18,512,44,4.69041575982343,1110,528,86,0,0,2,1,1
282,42.24926034855522,19,494,48,4.69041575982343,1463,524,44,0,0,2,1,1
282,41.10960958218893,20,474,54,4.47213595499958,1342,522,6,0,0,2,1,1
282,41.65333119931706,21,465,56,4.795831523312719,1437,518,0,0,0,2,1,1
282,40.570925550201586,22,461,57,5.656854249492381,1314,517,0,0,0,2,1,1
282,34.249087579087416,23,456,57,5.291502622129181,1643,512,0,0,0,2,1,1
294,30.44667469527666,0,452,57,4.69041575982343,1788,509,0,0,0,2,1,1
294,26.795522013948524,1,450,58,5.0990195135927845,1788,509,0,0,0,2,1,1
294,22.293496809607955,2,451,59,4.242640687119285,1788,512,0,0,0,2,1,1
294,18.05547008526779,3,452,60,5.291502622129181,1659,516,0,0,0,2,1,1
294,14.52583904633395,4,448,65,5.0990195135927845,1349,524,0,0,0,2,1,1
294,17.26267650163207,5,446,65,4.898979485566356,1191,522,0,0,0,2,1,1
294,25.495097567963924,6,444,66,4.242640687119285,923,522,1,0,0,2,1,1
294,33.94112549695428,7,446,63,4.47213595499958,1019,517,10,0,0,2,1,1
294,41.617304093369626,8,450,61,5.916079783099616,1274,516,52,0,0,2,1,1
294,31.352830813181765,9,457,57,5.0,1122,513,91,0,0,2,1,1
294,26.229754097208,10,470,52,5.291502622129181,1324,513,150,0,0,2,1,1
294,27.202941017470888,11,470,54,5.830951894845301,1137,518,113,0,0,2,1,1
294,27.94637722496424,12,474,51,5.196152422706632,1145,514,102,0,0,2,1,1
294,27.80287754891569,13,486,47,5.477225575051661,1307,513,174,0,0,2,1,1
294,27.294688127912362,14,493,44,4.123105625617661,1170,511,173,0,0,2,1,1
294,27.76688675382964,15,503,41,5.477225575051661,1497,511,172,0,0,2,1,1
294,31.064449134018133,16,504,43,5.0,1118,518,223,0,0,2,1,1
294,36.959437225152655,17,495,47,4.69041575982343,1234,522,103,0,0,2,1,1
294,45.17742799230607,18,485,49,5.0,1353,518,44,0,0,2,1,1
294,42.83689998120779,19,480,51,4.795831523312719,1296,519,23,0,0,2,1,1
294,41.98809355043403,20,472,58,4.123105625617661,1274,530,5,0,0,2,1,1
294,40.90232267243512,21,460,65,4.69041575982343,1156,535,0,0,0,2,1,1
294,40.53393639902249,22,451,67,5.291502622129181,1048,531,0,0,0,2,1,1
294,35.53871128783372,23,443,68,4.358898943540674,1159,525,0,0,0,2,1,1
306,30.44667469527666,0,440,69,3.4641016151377544,1155,525,0,0,0,2,1,1
306,26.645825188948457,1,439,70,3.1622776601683795,1077,526,0,0,0,2,1,1
306,22.271057451320086,2,439,69,1.0,1104,524,0,0,0,2,1,1
306,18.81488772222678,3,440,67,1.4142135623730951,1189,520,0,0,0,2,1,1
